date_stamp,number_of_sampled_rhizome,number_internodes_in_rhizome,new_leaves_number,number_final_branches,number_initial_branches,new_branches_per_branch,SST,SSTA,irradiance,exposition_hours,date
1519632000,1,13,2,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,2,25,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,8,11,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,9,8,2,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,10,20,2,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,11,20,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,13,13,4,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,16,14,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,17,14,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,18,24,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,19,13,3,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1519632000,20,11,5,NA,NA,NA,16.547574,0.82919756,129.884,0,26/02/2018
1521010800,2,32,4,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,3,32,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,4,15,4,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,5,11,4,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,6,20,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,7,20,4,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,8,18,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,9,13,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,10,9,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,11,9,2,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,12,9,2,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,14,10,2,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,17,23,5,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1521010800,19,28,3,NA,NA,NA,16.43277,0.7241192,141.834,3,14/03/2018
1522220400,1,14,4,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,2,23,3,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,4,13,3,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,6,9,4,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,8,17,2,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,9,15,2,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,11,15,3,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,15,21,2,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1522220400,17,22,3,NA,NA,NA,16.553106,0.5970348,170.38,3,28/03/2018
1523430000,2,32,3,NA,NA,NA,16.58319,0.5652637,186.496,43,11/04/2018
1523430000,8,22,4,NA,NA,NA,16.58319,0.5652637,186.496,43,11/04/2018
1523430000,10,18,3,NA,NA,NA,16.58319,0.5652637,186.496,43,11/04/2018
1523430000,13,18,4,NA,NA,NA,16.58319,0.5652637,186.496,43,11/04/2018
1523430000,17,8,2,NA,NA,NA,16.58319,0.5652637,186.496,43,11/04/2018
1524639600,1,20,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,2,14,2,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,3,21,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,4,12,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,5,26,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,6,16,2,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,7,12,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,8,14,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,16,13,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1524639600,20,20,3,NA,NA,NA,16.83624333,0.485183033,208.015,43,25/04/2018
1527058800,1,24,4,NA,NA,NA,17.50512067,0.658654507,199.496,60,23/05/2018
1527058800,2,10,4,NA,NA,NA,17.50512067,0.658654507,199.496,60,23/05/2018
1527058800,5,19,3,NA,NA,NA,17.50512067,0.658654507,199.496,60,23/05/2018
1527058800,6,30,4,NA,NA,NA,17.50512067,0.658654507,199.496,60,23/05/2018
1527058800,20,20,4,NA,NA,NA,17.50512067,0.658654507,199.496,60,23/05/2018
1527922800,1,23,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,2,17,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,3,25,2,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,6,17,0,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,9,13,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,11,23,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,12,12,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1527922800,18,15,3,NA,NA,NA,18.12495,0.902668,196.618,56,02/06/2018
1529305200,1,25,2,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1529305200,3,19,3,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1529305200,8,22,4,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1529305200,11,12,3,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1529305200,17,23,3,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1529305200,19,12,3,NA,NA,NA,18.62773,1.0668282,201.79,56,18/06/2018
1530514800,4,25,3,NA,NA,NA,20.63885,1.723469,219.896,47,02/07/2018
1530514800,7,16,4,NA,NA,NA,20.63885,1.723469,219.896,47,02/07/2018
1530514800,20,17,5,NA,NA,NA,20.63885,1.723469,219.896,47,02/07/2018
1531810800,3,25,4,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,7,23,3,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,8,17,4,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,9,7,3,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,11,23,3,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,12,23,6,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,13,12,1,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,17,17,3,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,18,25,2,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1531810800,19,29,0,NA,NA,NA,20.79925533,1.798964267,183.449,47,17/07/2018
1533106800,3,16,3,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,4,11,3,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,5,17,2,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,6,19,3,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,8,41,2,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,11,20,3,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,15,13,2,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,18,9,2,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1533106800,20,10,3,NA,NA,NA,23.04493,2.855898,201.848,30,01/08/2018
1534230000,1,34,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,2,16,5,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,3,9,3,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,4,16,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,8,20,4,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,10,32,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,11,15,1,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,13,11,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,15,22,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,16,19,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,18,22,0,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
1534230000,20,17,2,NA,NA,NA,23.04493,2.855898,215.615,30,14/08/2018
